Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Period,Background
41,1,22,,,,,,,Caligula assassinated,"Caligula is assassinated by Cassius Loginus and Cassius Chaerea. The senate attempts to restore the republic but the military empores Claudius, who they think they can control.",,,,,,,Claudius,
43,,,,,,,,,Claudius expands into Britain,,,,,,,,Claudius,
48,,,,,,,,,Messalina executed,"Messalina, the wife of Claudius is executed for treason. Reportedly she married her lover Gaius Silius in a large public ceremony at Ostia. After this coup failed by Gaius Silius, she was executed. Claudius marries Agrippina the younger, his niece.",,,,,,,Claudius,
49,,,,,,,,,Nero adopted,Claudius adopts Nero,,,,,,,Claudius,
54,,,,68,6,9,,,Nero,,,,,,era,,,
54,10,13,,,,,,,Claudius murdered,"Claudius is murdered, supposedly by poison. The chief suspect is Agrippina the younger, who's son Nero is now emporer. Agrippina had to murder Claudius before his original son Britannicus could gain power. Apparently Claudius had threathened to divorce her once Britannicus would come of age soon after. Brittanicus is soon murdered.",,,,,,,Nero,
64,7,18,,,,,,,Great Fire of Rome,"A great fire burns through rome, starting on the Aventine hill and ravaging a large part of the city. Nero is soon blamed by the public, reputedly burning down the city to make space for his emporer complex. Nero decides to blame the Christians and persecutes them (leading to Nero standing for '666', or the number of the beast).",,,,,,,Nero,
66,8,,,73,,,,,Great Jewish Revolt,"THe jews are unhappy about the tax farming system. The temple in Jerusalem has recently been finished and now many young men are unemployed in the region. November sees a legion from Syria being wiped out, Vespasian is ordered by Nero to put down the revolt.",,,,,,,Nero,
68,6,8,,69,12,20,,,Year of the Four Emporers,,,,,,,,,
68,5,,,,,,,,Vindex put down,"Gaius Julius Vindex, governer of Gallia Lugdunesis in modern France, rises up in rebellion against Nero's tax policies. He calls upon Galba, governer of Hispania Tarraconesis, to rise up in revolt and declare himself emporer. Galba waits for awhile to see developments. Then Vindex is put down by Rufus of Germania Superior, whos troops try to hail him emporer but he declines and lives.",,,,,,,Year of the Four Emporers,
68,6,9,,,,,,,Nero suicide,"Nero had Galba declared an enemy of the state, but Galba kept gaining followers so Nero attempts to flee. Finally decides to kill himself. Galba is hailed as emporer by senate and Nero is made the public enemy posthumously. Galba does not pay a large donatif to the Praetorians, as had been promised by non-associated people for him in Rome.",,,,,,,Year of the Four Emporers,
69,12,21,,79,,,,,Vespasian,,,,,,era,,,
69,1,,,,,,,,Otho kills Galba,"Otho, one of Galba's earliest supporters, decides to kill Galba after Galba passes him up as an heir. Otho goes into a fury and kills Galba. Otho is broke after putting all of his eggs on the 'getting heirship' basket.",,,,,,,Year of the Four Emporers,
69,4,14,,,,,,,First battle of Bedriacum,"Vitellius has risen up along the Rhine, declaring Otho an illegitimate usurper. The troops from the Rhine are hardened by the Germanic Wars. Otho's suddenly raised forces are defeated, and Otho kills himself to prevent further slaughter of romans.",,,,,,,Year of the Four Emporers,
69,10,24,,,,,,,Second battle of Bedriacum,"Verspasians forces from the eastern provinces have come and picked up more forces along the way. The manage to beat Vitellius's forces. Vetellius tried to give up but his supporters killed Vespasians brother, Vespasian takes rome. After the taking of Rome, there is general chaos.",,,,,,,Year of the Four Emporers,
70,,,,,,,,,Fall of Jerusalem,"The largest last bastion of the great jewish revolt falls as Jerusalem is taken by Titus, son of Vespasian.",,,,,,,Vespasian,
79,,,,81,,,,,Titus,Died of a fever,,,,,era,,,
79,8,24,,,,,,,Mount Vesuvius Eruption,"Pompeii is covered over, a large amount of people die.",,,,,,,Titus,
80,,,,,,,,,Fire in Rome,"A large number of important buildings are destroyed, Titus rushes to aid the city of Rome.",,,,,,,Titus,
80,,,,,,,,,Colosseum completed,"The colosseum had started being built in 70 ad under Vespasian, being completed ten years later under Titus.",,,,,,,Titus,
81,,,,96,,,,,Domitian,,,,,,era,,,
86,,,,88,,,,,Dacian War,"The Dacians invade Moesia over the Danube, one legion is annihalated. Other problems in the empire, trouble amongst the Rhine and Pannonia, caused the Romans to sue for peace. In exchange for freeing prisoners the Dacian king Decebalus obtains roman engineers to build forts that are later used against the romans.",,,,,,,Domitian,
89,1,1,,,,,,,Saturninus rebels,"The general and governer of Germania Superior, Lucius Antonius Saturninus and his two legions rebel against Domitian. Saturninus had made a deal with the Chati to help him, but due to a surprise thaw they cannot come, Saturninus is soon crushed. Nerva is made consul together with Domitian the next year, possibly for uncovering a plot or possibly unrelated.",,,,,,,Domitian,
96,,,,98,,,,,Nerva,,,,,,era,,,
96,9,18,,,,,,,Domitian assassinated,"Domitian is assassinated by court officials. Killed in his hime by a close friend, in legend he had been foretold to die at noon and only relaxed when noon had passed. A servant told him the wrong time and this leads to his death. The senate makes Nerva emporer afterwards as a stopgag measure, as they cannot agree with themselves who to make emporer.",,,,,,,Nerva,
97,10,,,,,,,,Praetorians siege Imperial Palace,"The Praetorian guard, protectors of the emporer, lay siege to the Imperial Palace and take Nerva as a hostage. To calm them Nerva promises to put the assassins of Domitian to death.",,,,,,,Nerva,
97,11,,,,,,,,Trajan heir,"Trajan is made heir to Nerva. This gives Nerva strong support amongst the military, as Trajan is a popular general. Trajan is given the same power as Nerva, but Trajan does not travel to rome quickly, waiting until Nerva's death and prospecting the provinces meanwhile.",,,,,,,Nerva,
98,,,,117,,,,,Trajan,,,,,,era,,,
98,1,28,,,,,,,Nerva stroke,"Nerva dies a natural death as an emporer, Trajan is now officialy emporer, without any real opposition.",,,,,,,Trajan,
101,3,,,,,,,,First Dacian campaign,"Trajan has amassed forces for awhile and makes a first invasion on Dacia, a province with rich goldmines. He defeats a dacian army, this was a close battle and Trajan delays for the rest of the year to regroup his army.",,,,,,,Trajan,
102,,,,,,,,,Peace with Dacia,"After the second battle of Tapae, Trajan and Decebalus make peace the following spring. Decebalus seems to agree to terms but soon afterwards starts rearming and harbouring roman refugees.",,,,,,,Trajan,
105,,,,106,,,,,Second Dacian War,"Amassing some 14 legions along the Danube border, some 150-175,000. Fighting against around 200,000. The romans decisively win, and conquer up to 500,000 slaves, 165,500 kg of gold and 331,000 kg of silver.",,,,,,,Trajan,
113,,,,,,,,,Rome wars Parthia,"Parthia puts an unacceptable king on the throne of Armenia. Trajan uses this to make a war against an internally divided Parthia. He quickly manages to defeat them, and conquers down to the Persian gulf, through modern day Iraq and Kuwait. This also gave them much better access to the silk road. A string of victories follow, but Trajan catches a heat stroke. Trajan dies, and possibly due the involvement of his wife, Hadrian is made emporer.",,,,,,,Trajan,
115,,,,117,,,,,Second Jewish war,"The second major campaign against the Jews sees a huge number of Roman civilians, 460,000, die in Cyranaica, Cyprus and Egypt.  Large jewish communities are annihalated or uprooted and moved away. Some of the areas have to be resettled due to so very few people remaining behind. ",,,,,,,Trajan,
117,,,,138,,,,,Hadrian,,,,,,era,,,
117,,,,,,,,,Hadrian pulls back,"Hadrian gives up lands in Mesopotamia and upper Dacia, finding them to be indefensable. This is a great affront to the Roman senate and army but the begrudingly accept.",,,,,,,Hadrian,
117,6,,,,,,,,Trajan executes 4 senators,"Trajan finds four prominent senators to be conspiring against him and he has them executed, they are hunted down and killed. As Hadrian is not yet in Rome he can feign innocence. ",,,,,,,Hadrian,
122,,,,,,,,,Hadrian Wall started,The construction of the Hadrian wall in England is started. This was ment to control their movement and funnel them through checkpoints whenever trade was conducted.,,,,,,,Hadrian,
122,,,,133,,,,,Hadrian travels empire,"Hadrian travels around the empire and has a great many buildings constructed and infrastructure improved. Apart from one brief stay in 128, he does not return to Rome.",,,,,,,Hadrian,
130,10,,,,,,,,Antinous drowns,"Antinous, the favourite lover of Hadrian, drowns in the Nile river. The circumstances are unknown. Hadrian is greatly saddened by this death, he founds a city on the place of his death, Antinopolis, and proclaims him a god without approval of the senate. Antinous becomes one of the most wellknown faces as many statues are constructed in his honour.",,,,,,,Hadrian,
131,,,,,,,,,Hadrian creates Panhellenion,"A great fan of all things Greek, on his visit through the province of Greece Hadrian creates a parliament of the greeks to try to foster cooperation. This fails after his death.",,,,,,,Hadrian,
132,,,,136,,,,,Third Jewish War,"The Bar Kokhba revolt, a large organised revolt by the jews around Judea.  120,000 romans from 7 legions are brought in to put down the revolt. Around 580,000 jews are killed, with many more dying of famine and disease. Massive roman casualties.",,,,,,,Hadrian,
133,,,,89,,,,,Han-Xiongu war,"A major war with their northern rivals, the Xiongu confederacy, establishes the han as a dominant power and clears the silk road for Han use.",,,,,,,,
137,,,,,,,,,Lucius Caesar made heir,"Lucius Caesar is made the heir, but he is in poor health. Marcus Aurelius is married to the daughter so that he will be the heir of Lucius. To give him more time to grow up.",,,,,,,Hadrian,
138,,,,161,,,,,Antoninus Pius,,,,,,era,,,
138,,,,,,,,,Antoninus made heir,"Lucius dies at the start of 138, and Antoninus is made heir. Marcus Aurelius is to be adopted by Antoninus and be his heir.",,,,,,,Antoninus Pius,
161,,,,180,,,,,Marcus Aurelius,,,,,,era,,,
161,,,,169,,,,,Lucius Verus Co-Emporer,,,,,,,,Marcus Aurelius,
161,,,,,,,,,Antoninus dies,"Antoninus dies of an illness in 161, Marcus Aurelius is made emporer and he insists that his adopted brother Lucius Verus is made co-emporer.",,,,,,,Marcus Aurelius,
161,,,,166,,,,,Roma Parthia war,Lucius is sent to the eastern provinces after Parthians invade Armenia and wipe out a responding roman legion. Lucius makes his way over very slowly and delegates most of the commanding to capable generals. The romans counter attack during 163 and slowly win untill 166 when a peace is signed. Avidius Cassius makes a name for himself during this war.,,,,,,,Marcus Aurelius,
162,4,,,,,,,,Tiber floods,Much of Rome is flooded in a great flooding of the Tiber river. This is given special personal attention by both emporers.,,,,,,,Marcus Aurelius,
164,,,,,,,,,Buddhism preached in China,Lokaksema starts preaching Buddhism in China.,,,,,,China,,
165,,,,180,,,,,Antonine Plague,"The antonine plague, braught back from the Parthian war, ravages the Roman Empire. May have also effected China. A mortality rate of about 25% throughout the roman empire.",,,,,,,Marcus Aurelius,
166,,,,180,,,,,Marcomannic Wars,"Marcus spends many years fighting chiefly the Marcomanni and Quadi and the Sarmatian lazyges. Along all of the Danube frontier there is fighting, hampered by the Antonine plague depleting the legions and farmlands. In the end he is succesful and manages to enforce favourable roman terms.",,,,,,,Marcus Aurelius,
167,,,,,,,,,Ballomar besieges Aquileia,"King of the Marcomani, Ballomar assembles a force of 20,000 and invade Rome. They make good time over the Roman infrastructure and manage to reach and shortly but failedly besiege Aquileia. This marks the first time in 266 years that a hostile army enters Italy.",,,,,,,Marcus Aurelius,
175,,,,,,,,,Avidius Cassius uprising,"After a mistaken report that Marcus Aurelius had died, Avidius Cassius declares himself emporer. Possibly urged on by Faustina, the wife of Marcus, to protect the son Commodus. Avidius had already cast the die, went on with the dead but was put down, and he was murdered by a centurion. After this leaders are not allowed to lead the provinces they are born in, and troops are stationed far away from their homes to prevent such loyalties from being created.",,,,,,,Marcus Aurelius,
177,,,,180,,,,,Commodus Co-Emporer,,,,,,,,Marcus Aurelius,
180,,,,192,12,31,,,Commodus,,,,,,era,,,
180,10,,,,,,,,Commodus peaces Germans,"Commodus quickly makes peace with the Germans, having enough of living in damp and cold troop encampments. The german tribes eagerly want this after having fought wars for so long. Commodus hosts many games on his return and quickly turns to treason trails and the selling of offices to pay for them.",,,,,,,Commodus,
182,,,,,,,,,Conspiracy Lucilla anti Commodus,"A conspiracy of high-ranking advisors, one of the chiefs being Lucilla the older sister of Commodus, attempts to kill Commodus. The assassin tries to kill him on the street, allegedly shouting something about payback from the senate. Lucilla wants to kill commodus because he now has a wife and she is no longer the preeminent woman of the roman empire. Commodus's favourite chamberlain Saoterus is killed by the conspirers.",,,,,,,Commodus,
185,,,,,,,,,Perennis accused treason,"Perennis, the favourite of Commodus from the death of Saoterus, is finally implicated by Cleander. Generally thought to be a competent administrator, Perennis was corrupt though and accused of being so by many others. However Commodus believed Perennis over the others, after soldiers come marching from Britain to the capital Commodus gives in and has Perennis killed. Cleander becomes de-facto ruler.",,,,,,,Commodus,
