Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Period,Background
1870,7,19,,1871,3,10,,,Franco-Prussian War,,,,,,,,,
1870,,,,1871,,,,,Great Persian Famine,"1.5 million or 25% of Iran region died.
",,,,,,,,
1871,1,18,,,,,,,German Empire founded,"In Versailles, Wilhelm is declared Kaiser of the German Empire and the German Empire is recognised as part of the peace deal with the French.",,,,,,,,
1873,,,,,,,,,Around the world in 80 days,The book by Jules Verne is set in 1873,,,,,,,,
1877,,,,,,,,,Battle of Shiroyama,The last samurai and all that,,,,,,,,
1887,,,,,,,,,First Sherlock Holmes published,,,,,,,,,
1889,,,,,,,,,Meiji Constitution,"A formal empire of japan, a constitutional monarchy with an emporer with considerable power.",,,,,,,,
1894,7,25,,1895,4,17,,,Sino-japanese war,Japan takes control of Korea and Taiwan.,,,,,,,,
1898,4,25,,1898,8,12,,,Spanish American War,,,,,,,,,
1899,11,2,,1901,9,7,,,Boxer rebellion,,,,,,,,,
1904,2,8,,1905,9,5,,,Russo-Japanese war,"Decisive Japanese victory. Total of around 26,000 dead.",,,,,,,,
1912,,,,2016,,,,,People's republic of China,,,,,,,China,,
1914,1,1,,1918,6,2,,,First World War,,,,,,era,,,
1914,8,4,,,,,,,England wars Germany,,,,,,,,,
1915,,,,,,,,,Anglo-Saud treaty,"The treaty of Darin between the United Kingdom and Abdul-Aziz Al saud, founder of the Kingdom of Saudi Arabia. Gives protection to Saud and starts spread of Wahabism.",,,,,,,,
1919,2,,,1921,3,,,,Polish-Soviet War,The Polish try to reclaim territory in the Soviet Union when they have just formed and the SU is undergoing civil war.,,,,,,,,
1920,8,15,,,,,,,Battle of Warsaw,"The Polish win a surprising victory, after being on the brink of defeat they push back the red army.",,,,,,,,
1924,1,21,,,,,,,Lenin dies,Died a natural death due to strokes.,,,,,,,,
1927,4,12,,,,,,,Shanghai Massacre,"The Kuomintang under Chiang Kai-shek break their alliance with the communists and attempt to purge them, killing many supporters in Shanghai.",,,,,,,,
1928,3,,,,,,,,Muslim Brotherhood founded,Hassan al-Banna founds the Muslim Brotherhood along with workers at the Seuz Canal company. To promote workers rights against the tyrrany of the foreign companies.,,,,,,,,
1934,10,16,,1935,10,22,,,Long March,Mao Zedong and Zhou Enlai lead a retreat from the Kuomintang. Leadership during the retreat establishes Mao as the leader of the Chinese Communist Party (CCP),,,,,,,,
1937,,,,,,,,,Great Purge,Happening from 1936 to 1938 with the most intensive period around 1937-1938. A large part of the Soviet generals and officers is purged by fears of Stalin. This weakens the army immensely and weakens it in the initial war against Germany.,,,,,,,,
1939,9,1,,,,,,,Invasion of Poland,Hitler invades Poland under a pretense. Poland is defeated by the 6th of october.,,,,,,,,
1939,8,23,,,,,,,Molotov-Ribbentrop Pact,,,,,,,,,
1939,11,30,,1940,3,13,,,Winter War,"Russia invades Finland, but despite the Finnish having much less manpower, fewer tanks and such the Stalinist purges of the leadership cause more than expected casualties and make for a poor showing by the red army. This leads Hitler to detect weakness. The Finns still cede some of the prime industrial areas to the Soviets.",,,,,,,,
1941,7,22,,1941,12,5,,,Operaton Barbarossa,"The largest 'surprise' attack in history. With Stalin trusting Hitler not to invade him, the German initially make huge advances and come close to Moscow. A total of 4 million Axis personell is involved, some 600,000 motor vehihcles, 700,000 transport horses. Germany included Romania, Finland, Italy, Hungary, Slovakia and Croatia as allies. On the Russian side are 2.6 million personnel, with 11,000 tanks, 7,133 aircraft vs the german 3350 tanks and 2770 planes, the soviets however have many older models. Total casualties for the year are over 1,000,000 for the Germans and 4,973,820 for the Soviets.",,,,,,,,
1941,7,22,,1941,8,9,,,Minsk encirclement,"The belo russian front has 22,000 casualties per day during this period. It is one of many fronts. D-day had 19,000 total casualties. The germans encircle the russians around Minsk in the battle of Bialystok-Minsk",,,,,,,,
1941,8,8,,1941,8,31,,,Smolensk encirclement,"In the Battle of Smolensk, 3 complete soviet armies are encircled and destroyed, around 400km west of Moscow. 186,144 soviets killed, total of 759,947 casualties.",,,,,,,,
1941,9,8,,1944,1,27,,,Siege of Leningrad,"After a start early in 1941, this siege lasted most of the war. A total of 579,985 german casualties. The Soviets had 1,017,881 killed, captured or missing with a total of 3,436,066 casualties.",,,,,,,,
1941,10,2,,1942,1,7,,,Battle of Moscow,"Many of the german officers have been killed at this point. Just under 2 million Germans assault 1,250,000 soviets, they are hindered by not having winter clothing.",https://upload.wikimedia.org/wikipedia/commons/b/b8/Eastern_Front_1941-06_to_1941-12.png,Wikipedia,,,,,,
1941,12,10,,,,,,,-53 celcius Moscow,"German troops around Moscow are still in summer uniforms and are not prepared for the Russian winter, this winter being the coldest of the entire century. It is at this time that the Russian forces from the far east start arriving.",,,,,,,,
1942,5,28,,,,,,,Barvenkovo mousetrap,"Soviets try to counterattack but are encircled, Stalin and officers underestimate 6th army's potential. Germans suffer 20,000 casualties compared to soviet massive 277,190.",,,,,,,,
1942,8,23,,1943,2,2,,,Battle of Stalingrad,"The germans attempt to take Stalingrad but are dragged into fierce city fighting whilst soviet reinforcements show up. In the end the 6th army gets cut off and surrounded, the breaking points of the german army. 728,000 german casualties against 1,129,619 soviet casualties (478,741 killed or missing). Depending on definitions, the largest and bloodiest battle in history.",,,,,,,,
1942,11,19,,,,,,,Operation Uranus,"Lasting for 4 days, the Soviets flank, pincer and surround the German 6th army. The soviets take advantage of the weak defences of the german supply train.",,,,,,,,
1943,1,22,,,,,,,Airfields Stalingrad captured,"The soviets now hold all the airfields at stalingrad, the 6th army can get no more supplies.",,,,,,,,
1943,1,31,,,,,,,Paulus captured,"Just made a field marshel, Friedrich Paulus is captured by the soviets but does not commit suicide.",,,,,,,,
1943,7,5,,1943,8,23,,,Battle of Kursk,"Also called operation citadel, the Germans amass all their forces for one great battle against the soviets. The soviets knew months in advance and due to german delays had time to design and build defence in depth. At its height this sees 940,900 germans with 3253 tanks square off against 2,500,000 soviets with 7,360 tanks. Around 184,000 german casualties to 863,000 soviet casualties. However the Soviets have more men ready, and the Germans lose the initiative.",,,,,,,,
1944,1,24,,1944,2,16,,,Korsun Pocket battle,"In the battle of the Korsun-Cherkassy Pocket, germans are encircled by Ukrainian forces under russian command, they do eventually manage to break out but lose many men. Some 85,000 germans are killed compared to 24,000 soviets. Germans lose much heavy weaponry.",,,,,,,,
1944,6,6,,,,,,,D-day,,,,,,,,,
1944,6,22,,1944,8,19,,,Operation Bagration,"A large scale attack by the soviets in Byelorussia. This operation destroys the front line of the eastern germans. 300,000-550,000 german casualties,, with 770,888 soviet casualties.",,,,,,,,
1944,9,1,,1944,10,2,,,Warsaw Uprising,"The poles rise up against the Germans in Warsaw, but are not helped by the Russians and are crushed violently by the Germans. Some 25,860 polish casualties, 25,000 german casualties.",,,,,,,,
1945,4,16,,1945,5,2,,,Battle of Berlin,"2,500,000 soviet soldiers are assembled against the remnants of the german army supplamented by the old men, the hitler youth and the police to around 766,750. The germans are destroyed.",,,,,,,,
1948,6,24,,1949,5,12,,,Berlin Airlift,,,,,,,,,
1949,8,29,,,,,,,Soviet atomic bomb test,First test by the USSR of nuclear weapons.,,,,,,,,
1952,,,,,,,,,Egypt free from British,,,,,,,,,
1952,10,3,,,,,,,United Kingdom first nuclear test,,,,,,,,,
1952,11,1,,,,,,,First Thermonuclear device,"Named Ivy Mike, the first test of the United States of a thermonuclear weapon in the Enewatak Atoll in the pacific.",,,,,,,,
1953,4,5,,,,,,,Stalin  dies,,,,,,,,,
1957,,,,1959,,,,,Anti-Rightist Movement,"Mao Zedong roots out those who favor capitalism, political persecution of 550,000 people and people learn not to speak against Mao.",,,,,,,,
1958,,,,1962,,,,,Great Leap Forward,"Mao greatly tries to expand grain and steal production by creating bigger social groups and industrially large farms. Everyone lies about how well production targets are met. Everyone makes backyard furnaces to forge steel, but all of it is useless quality, a lot of agrarian equipment melted down to make more steel. Men went to cities to help in the industrialization, leaving few behind to farm on the countryside. Mao pays back debt to Soviets in grain.",,,,,,china,,
1959,,,,1961,,,,,Great Chinese Famine,"As a consequence of the Great Leap Forward, around 36 million deaths due to starvation.",,,,,,china,,
1962,10,16,,1962,10,28,,,Cuban Missile Crisis,,,,,,,,,
1968,4,4,,,,,,,Martin Luther King Jr. Assassinated,,,,,,,,,
1979,,,,,,,,,Shah overthrown by Islamists,,,,,,,,,
1991,,,,,,,,,Al Qaeda founded,Founded in the Persian Gulf War to oppose the Saudi Royal family and return to original Wahabism.,,,,,,,,
238,7,29,,,,,,,Pupienus and Balbinus killed by Praetorians,"The 2 senator emporers are hacked and tortured by the Praetorian guard. Gordian III hailed as sole child emporer, to be manipulated by Praetorians.",,,,,,,,
,,,,,,,,,A history of everything,The history of the world as known by Fedor.,,,,,title,,,
